date,time,username,tweet,tweet_clean
2021-06-17,20:10:14,cnnbrk,The Supreme Court rules in favor of a Catholic foster care agency that refuses to work with same-sex couples  https://t.co/KNe4atgoOR,the supreme court rules in favor of a catholic foster care agency that refuses to work with samesex couples  
2021-06-17,19:41:02,cnnbrk,"The Supreme Court leaves the Affordable Care Act in place, rejecting a challenge from Republican-led states  https://t.co/HJRf98Y1O9",the supreme court leaves the affordable care act in place rejecting a challenge from republicanled states  
2021-06-17,17:47:20,cnnbrk,"20-time tennis grand slam champion Rafael Nadal pulls out of Wimbledon and the Tokyo Olympics, citing pressure on his body  https://t.co/U4owpRht81",20time tennis grand slam champion rafael nadal pulls out of wimbledon and the tokyo olympics citing pressure on his body  
2021-06-17,14:55:12,cnnbrk,"Airlines, banks, stock exchanges and trading platforms suffered brief website outages after a key piece of internet infrastructure failed, sparking the second major interruption of the past 10 days.  https://t.co/W8rRkCvkIA",airlines banks stock exchanges and trading platforms suffered brief website outages after a key piece of internet infrastructure failed sparking the second major interruption of the past 10 days  
2021-06-17,08:30:04,cnnbrk,The South Carolina Supreme Court halted executions in the state until procedures for its newest method of execution -- firing squad -- are finalized  https://t.co/ywtLA7YyWz,the south carolina supreme court halted executions in the state until procedures for its newest method of execution  firing squad  are finalized  
2021-06-17,07:56:14,cnnbrk,China successfully launched three astronauts into space bringing the country one step closer to completing its new space station  https://t.co/n2TyyykrvI,china successfully launched three astronauts into space bringing the country one step closer to completing its new space station  
2021-06-17,05:04:32,cnnbrk,"The House passes a bill to make Juneteenth a federal holiday commemorating the end of slavery, sending it to Biden to sign into law  https://t.co/w5La6NIiBd",the house passes a bill to make juneteenth a federal holiday commemorating the end of slavery sending it to biden to sign into law  
2021-06-17,04:56:36,cnnbrk,Texas GOP governor signs bill into law allowing citizens to carry handguns in public without obtaining licenses or training  https://t.co/urot2PvCL3,texas gop governor signs bill into law allowing citizens to carry handguns in public without obtaining licenses or training  
2021-06-17,04:09:55,cnnbrk,"Tom Ridge, a former Republican governor of Pennsylvania and the first US secretary of Homeland Security, was hospitalized after suffering a stroke  https://t.co/zCeRrrUHdy",tom ridge a former republican governor of pennsylvania and the first us secretary of homeland security was hospitalized after suffering a stroke  
2021-06-17,04:02:33,cnnbrk,An independent probe found construction flaws led to the Mexico City subway collapse that killed 26 people and left dozens injured last month  https://t.co/Hn8AKiXWGi,an independent probe found construction flaws led to the mexico city subway collapse that killed 26 people and left dozens injured last month  
2021-06-17,01:56:25,cnnbrk,"""Technical delays"" during a spacewalk left astronauts without enough time to install a new set of solar arrays on the International Space Station, NASA says  https://t.co/0A1r4WGXYZ",technical delays during a spacewalk left astronauts without enough time to install a new set of solar arrays on the international space station nasa says  
2021-06-17,00:52:17,cnnbrk,"The US will likely be hit by the first tropical system of the season by the end of this week, bringing nearly a foot of rain to parts of an already drenched South  https://t.co/DpVSTlmL5D",the us will likely be hit by the first tropical system of the season by the end of this week bringing nearly a foot of rain to parts of an already drenched south  
2021-06-16,23:45:18,cnnbrk,"President Biden strikes an optimistic and realistic tone after high-stakes talks with Putin, says months ahead will be a test. Follow live updates  https://t.co/OcLLHh5wF1",president biden strikes an optimistic and realistic tone after highstakes talks with putin says months ahead will be a test follow live updates  
2021-06-16,17:01:18,cnnbrk,President Biden and Russian President Vladimir Putin's high-stakes summit is underway. Follow live updates:  https://t.co/jAFMPAns3G,president biden and russian president vladimir putins highstakes summit is underway follow live updates  
2021-06-16,07:32:08,cnnbrk,"A federal court blocked, for now, Biden's pause on oil and gas leasing, a blow to one of the administration's key actions to address climate change  https://t.co/Ell24k4F2l",a federal court blocked for now bidens pause on oil and gas leasing a blow to one of the administrations key actions to address climate change  
2021-06-16,06:08:42,cnnbrk,Israeli military launches airstrikes in Gaza in response to incendiary balloons launched from the coastal enclave  https://t.co/ylc7F7jPIH,israeli military launches airstrikes in gaza in response to incendiary balloons launched from the coastal enclave  
2021-06-16,01:49:54,cnnbrk,"Southwest Airlines says it's ""resuming normal operations"" and investigating the cause of technical issues that paused departing flights   https://t.co/dW5z3E2Sa1",southwest airlines says it is resuming normal operations and investigating the because of technical issues that paused departing flights   
2021-06-16,01:40:46,cnnbrk,A New York judge has approved Harvey Weinstein's extradition to Los Angeles County so the imprisoned former movie producer can face further sexual assault charges  https://t.co/22OKWpqeRk,a new york judge has approved harvey weinsteins extradition to los angeles county so the imprisoned former movie producer can face further sexual assault charges  
2021-06-16,01:28:57,cnnbrk,"President Biden names ambassador nominees to Israel, Mexico, NATO and other posts, including Capt. ""Sully"" Sullenberger to an aviation safety board  https://t.co/sJHLSUBLpk",president biden names ambassador nominees to israel mexico nato and other posts including capt sully sullenberger to an aviation safety board  
2021-06-16,00:55:31,cnnbrk,Southwest Airlines is reporting unspecified technical issues less than a day after problems with weather data grounded its planes across the US  https://t.co/6roBMayu3Y,southwest airlines is reporting unspecified technical issues less than a day after problems with weather data grounded its planes across the us  
2021-06-15,22:34:40,cnnbrk,"The US surpasses 600,000 Covid-19 deaths. Daily numbers are down, but experts warn it is crucial to get ahead of variants with widespread vaccination.  https://t.co/unkRXdnFo8",the us surpasses 600000 covid19 deaths daily numbers are down but experts warn it is crucial to get ahead of variants with widespread vaccination  
2021-06-15,18:25:01,cnnbrk,"Multiple people have been wounded in a shooting tied to an argument inside a home on Chicago's South Side, police say  https://t.co/l6mdEgFtza",multiple people have been wounded in a shooting tied to an argument inside a home on chicagos south side police say  
2021-06-15,12:37:40,cnnbrk,"American citizen Nathan Maung, who has been detained in Myanmar since March 9, was released and deported to the United States on Tuesday after charges against him were dropped, his lawyer says  https://t.co/v4DT1Hhd8e",american citizen nathan maung who has been detained in myanmar since march 9 was released and deported to the united states on tuesday after charges against him were dropped his lawyer says  
2021-06-15,09:07:27,cnnbrk,Tropical Storm Bill strengthened from a tropical depression in the Atlantic Ocean off the coast of North Carolina  https://t.co/aNKZ54zLcL,tropical storm bill strengthened from a tropical depression in the atlantic ocean off the coast of north carolina  
2021-06-15,07:50:31,cnnbrk,"Reality Winner, a former government contractor who pleaded guilty to leaking classified information, has been released from prison to a halfway house, her lawyer says  https://t.co/HVnSOhwA41",reality winner a former government contractor who pleaded guilty to leaking classified information has been released from prison to a halfway house her lawyer says  
2021-06-15,07:09:35,cnnbrk,"A health official is warning people who live near a chemical fire burning at a facility in Rockton, Illinois, to wear a mask outside and not to pick up debris that falls from the sky  https://t.co/aACeQHg2PN",a health official is warning people who live near a chemical fire burning at a facility in rockton illinois to wear a mask outside and not to pick up debris that falls from the sky  
2021-06-15,06:18:02,cnnbrk,Rep. Marjorie Taylor Greene apologized after visiting the Holocaust Memorial Museum for comments comparing House mask rules to the Holocaust  https://t.co/Ui80XYGLBZ,rep marjorie taylor greene apologized after visiting the holocaust memorial museum for comments comparing house mask rules to the holocaust  
2021-06-15,05:08:15,cnnbrk,"One person was killed and two people were injured in a shootout at a Georgia grocery store that started as a dispute over a mask, the sheriff says  https://t.co/ONCcwRGD5Q",one person was killed and two people were injured in a shootout at a georgia grocery store that started as a dispute over a mask the sheriff says  
2021-06-15,03:53:50,cnnbrk,"The Senate confirms Judge Ketanji Brown Jackson, one of President Biden's most closely watched judicial nominees, to powerful appellate court post  https://t.co/nI26E5VgOr",the senate confirms judge ketanji brown jackson one of president bidens most closely watched judicial nominees to powerful appellate court post  
2021-06-15,02:32:04,cnnbrk,Authorities have identified the off-duty Delta flight attendant who was accused of assaulting two crew members before being subdued on a flight that was forced to land in Oklahoma City  https://t.co/LQ08RiVTUH,authorities have identified the offduty delta flight attendant who was accused of assaulting two crew members before being subdued on a flight that was forced to land in oklahoma city  
2021-06-15,00:38:07,cnnbrk,The CDC will suspend the import of dogs from more than 100 countries with a high risk of rabies  https://t.co/Ygf1ak50TB,the cdc will suspend the import of dogs from more than 100 countries with a high risk of rabies  
2021-06-15,00:14:15,cnnbrk,Immigration and Customs Enforcement terminates the Trump-era office that focused on victims of crimes linked to undocumented immigrants  https://t.co/5MlD8rgAlp,immigration and customs enforcement terminates the trumpera office that focused on victims of crimes linked to undocumented immigrants  
2021-06-14,23:38:20,cnnbrk,"New York will hold a ticker tape parade next month to celebrate workers who got the city through the Covid-19 pandemic, the mayor says  https://t.co/5aKBUj8tnu",new york will hold a ticker tape parade next month to celebrate workers who got the city through the covid19 pandemic the mayor says  
2021-06-14,23:14:30,cnnbrk,"UK postpones final lifting of pandemic restrictions, some dating back over a year, as Delta variant stunts successful vaccine rollout  https://t.co/8h23Adw6vA",uk postpones final lifting of pandemic restrictions some dating back over a year as delta variant stunts successful vaccine rollout  
2021-06-14,22:45:16,cnnbrk,"The second tropical depression of the season has formed, this time off the coast of North Carolina. It's expected to become a tropical storm later today.  https://t.co/S4q58zYYvI",the second tropical depression of the season has formed this time off the coast of north carolina it is expected to become a tropical storm later today  
2021-06-14,22:20:41,cnnbrk,"A chemical fire at an industrial facility in Rockton, Illinois, has prompted an evacuation of the surrounding area  https://t.co/c0h8CUUQ9A",a chemical fire at an industrial facility in rockton illinois has prompted an evacuation of the surrounding area  
2021-06-14,21:58:45,cnnbrk,"One of the eight people injured when a car plowed into a crowd at a Texas racetrack has died, the sheriff's office says. Two people are in critical condition.  https://t.co/ngpID3pdi0",one of the eight people injured when a car plowed into a crowd at a texas racetrack has died the sheriffs office says two people are in critical condition  
2021-06-14,21:55:13,cnnbrk,"NATO's secretary general says it's not up to Russia to decide whether or not Ukraine is allowed into NATO, explaining that Russia has no ""veto"" power over the decision  https://t.co/xpNYNuNvkk",natos secretary general says it is not up to russia to decide whether or not ukraine is allowed into nato explaining that russia has no veto power over the decision  
2021-06-14,17:52:07,cnnbrk,All 30 NATO world leaders practice social distancing as they pose for a photo and begin their summit in Brussels. Follow live updates:  https://t.co/4U7ZVhBW3U  https://t.co/iF9EPSqXwe,all 30 nato world leaders practice social distancing as they pose for a photo and begin their summit in brussels follow live updates    
2021-06-14,16:21:35,cnnbrk,Novavax says its coronavirus vaccine had an overall efficacy of 90.4% in a Phase 3 trial in the US and Mexico  https://t.co/cXkWe2YbHc,novavax says its coronavirus vaccine had an overall efficacy of 904 in a phase 3 trial in the us and mexico  
2021-06-14,11:18:12,cnnbrk,"At least eight people were hospitalized after a car plowed into a crowd at a mud racing event in Texas, officials say  https://t.co/lpVM3Kn4DV",at least eight people were hospitalized after a car plowed into a crowd at a mud racing event in texas officials say  
2021-06-14,09:48:02,cnnbrk,"US officials are assessing a report of a leak at a Chinese nuclear power plant but don't yet think the facility is at crisis level, US sources say  https://t.co/3LTdJrz8hl",us officials are assessing a report of a leak at a chinese nuclear power plant but do not yet think the facility is at crisis level us sources say  
2021-06-14,08:51:13,cnnbrk,A Pekingese named Wasabi won Best in Show at the 145th Annual Westminster Kennel Club Dog Show  https://t.co/AnQPNdf0FX,a pekingese named wasabi won best in show at the 145th annual westminster kennel club dog show  
2021-06-14,06:11:22,cnnbrk,"Ned Beatty, the character actor who made his big-screen debut in ""Deliverance"" and was nominated for an Oscar for ""Network,"" has died. He was 83.  https://t.co/lZm7WHo6n9",ned beatty the character actor who made his bigscreen debut in deliverance and was nominated for an oscar for network has died he was 83  
2021-06-14,05:37:23,cnnbrk,"One of the people injured in the mass shooting Saturday in Austin, Texas, has died, police say  https://t.co/ZSiFrQvuj9",one of the people injured in the mass shooting saturday in austin texas has died police say  
2021-06-14,00:29:11,cnnbrk,A judge in Houston dismissed a lawsuit against a hospital by employees who opposed a Covid-19 vaccine mandate as a condition of employment  https://t.co/Hyp45QzLrA,a judge in houston dismissed a lawsuit against a hospital by employees who opposed a covid19 vaccine mandate as a condition of employment  
2021-06-13,23:33:07,cnnbrk,Israel has a new prime minister as Benjamin Netanyahu's rival Naftali Bennett wins a parliamentary vote to form a government  https://t.co/neCCaktCSR,israel has a new prime minister as benjamin netanyahus rival naftali bennett wins a parliamentary vote to form a government  
2021-06-13,22:15:53,cnnbrk,"Apple told Don McGahn that the Justice Department sought account records for him and his wife while he was Trump's White House counsel, a source says  https://t.co/KlZYBEppEe",apple told don mcgahn that the justice department sought account records for him and his wife while he was trumps white house counsel a source says  
2021-06-13,19:05:20,cnnbrk,"G7 nations pledge over 1 billion Covid-19 vaccines doses for the rest of the world, UK Prime Minister Boris Johnson says  https://t.co/Sof6gViQPf",g7 nations pledge over 1 billion covid19 vaccines doses for the rest of the world uk prime minister boris johnson says  
2021-06-13,10:38:54,cnnbrk,"At least 11 people were killed in a huge gas explosion in central China, state media reported  https://t.co/xGMJ34cwEg",at least 11 people were killed in a huge gas explosion in central china state media reported  
2021-06-13,09:36:00,cnnbrk,"A huge gas explosion in a residential community in central China has left 'many' people trapped and injured, according to local authorities and state media  https://t.co/hflu2vamOs",a huge gas explosion in a residential community in central china has left many people trapped and injured according to local authorities and state media  
2021-06-13,04:09:38,cnnbrk,"An arrest has been made in connection with the mass shooting in Austin, Texas, that left 14 people injured, the mayor's office says  https://t.co/yCWUgSaMOx",an arrest has been made in connection with the mass shooting in austin texas that left 14 people injured the mayors office says  
2021-06-12,23:17:21,cnnbrk,"Danish soccer star Christian Eriksen has been stabilized after collapsing during the Euro 2020 game against Finland, UEFA says  https://t.co/KmDDfOdUbY",danish soccer star christian eriksen has been stabilized after collapsing during the euro 2020 game against finland uefa says  
2021-06-12,23:00:26,cnnbrk,"A second man has been charged in last month's shooting of Black Lives Matter activist Sasha Johnson, London police say  https://t.co/0UWf0WeeDS",a second man has been charged in last months shooting of black lives matter activist sasha johnson london police say  
2021-06-12,22:37:52,cnnbrk,"Christian Eriksen, star of Denmark's soccer team, collapses on the field during its Euro 2020 game. Medical staff are trying to resuscitate him.  https://t.co/nu9QOwklQ4",christian eriksen star of denmarks soccer team collapses on the field during its euro 2020 game medical staff are trying to resuscitate him  
2021-06-12,21:27:15,cnnbrk,"Moscow mayor asks residents of the Russian capital to stay home this coming week, declaring it a ""non-working"" week, to curb the spread of Covid  https://t.co/oDg3BPYPF5",moscow mayor asks residents of the russian capital to stay home this coming week declaring it a nonworking week to curb the spread of covid  
2021-06-12,20:03:30,cnnbrk,Police are searching for two gunmen in a shooting that left 9 people injured and one woman dead in Chicago early Saturday morning  https://t.co/gtPyrVcRmA,police are searching for two gunmen in a shooting that left 9 people injured and one woman dead in chicago early saturday morning  
2021-06-12,18:44:25,cnnbrk,World leaders aired serious differences over how to approach China at a tense G7 session today. Follow live updates.  https://t.co/2UOvXZhAge,world leaders aired serious differences over how to approach china at a tense g7 session today follow live updates  
2021-06-12,14:22:38,cnnbrk,"At least 12 people were injured after a shooting in Austin, Texas, officials say  https://t.co/j22YM3gXfh",at least 12 people were injured after a shooting in austin texas officials say  
2021-06-12,09:34:55,cnnbrk,"A shooting in Savannah, Georgia, killed one person and injured at least eight others, including a 2-year-old and a 13-year-old, police say  https://t.co/iGIlegR7Fb",a shooting in savannah georgia killed one person and injured at least eight others including a 2yearold and a 13yearold police say  
2021-06-12,06:05:25,cnnbrk,"A security officer was shot and killed by two suspected bank robbers in Gary, Indiana, authorities say. One of the two male suspects has been taken into custody, but the other is yet to be apprehended.  https://t.co/PRtoUEMMSY",a security officer was shot and killed by two suspected bank robbers in gary indiana authorities say one of the two male suspects has been taken into custody but the other is yet to be apprehended  
2021-06-12,03:30:31,cnnbrk,"The children of Alton Sterling have settled with Baton Rouge, Louisiana, for $4.5 million nearly five years after their father was shot and killed by police  https://t.co/TWCw4DDmKy",the children of alton sterling have settled with baton rouge louisiana for 45 million nearly five years after their father was shot and killed by police  
2021-06-12,03:09:50,cnnbrk,A Chicago police officer was arrested at his home and faces federal charges in connection with the January 6 US Capitol riot  https://t.co/V9I2cti2Hf,a chicago police officer was arrested at his home and faces federal charges in connection with the january 6 us capitol riot  
2021-06-12,02:03:08,cnnbrk,"Two people were killed and multiple others injured when an SUV crossed a median and hit a Greyhound bus on I-65 in Indiana, police say  https://t.co/snSl6kJIEp",two people were killed and multiple others injured when an suv crossed a median and hit a greyhound bus on i65 in indiana police say  
2021-06-12,01:06:41,cnnbrk,"The average new car price hit a record $38,255 in May, according to JD Power, up 12% from a year earlier  https://t.co/P4IK8Tx8xF",the average new car price hit a record 38255 in may according to jd power up 12 from a year earlier  
2021-06-12,00:27:58,cnnbrk,The Biden administration is returning more than $2 billion to military projects that had previously been set aside by ex-President Trump for construction of the border wall  https://t.co/U2DXBFGf1b,the biden administration is returning more than 2 billion to military projects that had previously been set aside by expresident trump for construction of the border wall  
2021-06-11,23:17:54,cnnbrk,"A data breach at Volkswagen and Audi exposed the contact information of more than 3 million customers and shoppers. More than 90,000 had sensitive information taken, including driver's license and some Social Security numbers.  https://t.co/lYgNqVPPD6",a data breach at volkswagen and audi exposed the contact information of more than 3 million customers and shoppers more than 90000 had sensitive information taken including drivers license and some social security numbers  
2021-06-11,23:08:53,cnnbrk,"Darnella Frazier, who recorded the death of George Floyd last year, was given a special citation when the Pulitzer Prizes were announced today  https://t.co/3qUtl8sYXp",darnella frazier who recorded the death of george floyd last year was given a special citation when the pulitzer prizes were announced today  
2021-06-11,22:59:36,cnnbrk,The US House of Representatives will no longer require masks on the House floor for people who are fully vaccinated  https://t.co/Bdd62sUXai,the us house of representatives will no longer require masks on the house floor for people who are fully vaccinated  
2021-06-11,22:29:14,cnnbrk,The Justice Department's inspector general has been asked to investigate the department's handling of a leak investigation into ex-President Trump's political enemies  https://t.co/rSjCL4Rn9A,the justice departments inspector general has been asked to investigate the departments handling of a leak investigation into expresident trumps political enemies  
2021-06-11,22:08:24,cnnbrk,"Palm Beach County, Florida, officials have identified 55-year-old Timothy J. Wall as the man who shot and killed a woman and her 1-year-old grandson in a grocery store Thursday before killing himself. The motive remains unknown.   https://t.co/WbPUHeNaMI",palm beach county florida officials have identified 55yearold timothy j wall as the man who shot and killed a woman and her 1yearold grandson in a grocery store thursday before killing himself the motive remains unknown   
2021-06-11,07:42:07,cnnbrk,"Trump's Justice Department subpoenaed Apple for data from House Intelligence Committee Democrats along with their staff and family, sources say  https://t.co/EuHWxRLLUN",trumps justice department subpoenaed apple for data from house intelligence committee democrats along with their staff and family sources say  
2021-06-11,00:46:55,cnnbrk,"Hackers have breached one of the world's biggest video game publishers, stealing game source code and tools  https://t.co/YS3An4wvYY",hackers have breached one of the worlds biggest video game publishers stealing game source code and tools  
2021-06-11,00:09:01,cnnbrk,"The Senate votes to confirm Biden judicial nominee Zahid Quraishi, making him the first Muslim American federal judge in US history  https://t.co/mjRagHk2jT",the senate votes to confirm biden judicial nominee zahid quraishi making him the first muslim american federal judge in us history  
2021-06-10,23:24:53,cnnbrk,California appeals a federal judge's ruling that overturned the state's longtime ban on assault-style weapons  https://t.co/lu6AseCDUu,california appeals a federal judges ruling that overturned the states longtime ban on assaultstyle weapons  
2021-06-10,22:23:05,cnnbrk,"Two people are dead after a shooting inside a Publix grocery store in Florida, officials say. The shooter is also dead.  https://t.co/myCmzgp7dM",two people are dead after a shooting inside a publix grocery store in florida officials say the shooter is also dead  
2021-06-10,20:50:39,cnnbrk,"Emma Coronel Aispuro, wife of Mexican drug boss Joaquin ""El Chapo"" Guzman, pleads guilty to three drug trafficking charges related to his narcotics empire  https://t.co/1ZIQ0GV6Pn",emma coronel aispuro wife of mexican drug boss joaquin el chapo guzman pleads guilty to three drug trafficking charges related to his narcotics empire  
2021-06-10,18:31:50,cnnbrk,"US consumer prices roared higher in May, with a key inflation measure recording its biggest jump since 1992  https://t.co/E7EgvRUxV1",us consumer prices roared higher in may with a key inflation measure recording its biggest jump since 1992  
2021-06-10,18:19:37,cnnbrk,Moderna files with the FDA for emergency use authorization for its Covid-19 vaccine for people ages 12 to 17. Follow live updates on coronavirus:  https://t.co/Qpqb1hoZrH  https://t.co/nxZqWYyoyn,moderna files with the fda for emergency use authorization for its covid19 vaccine for people ages 12 to 17 follow live updates on coronavirus    
2021-06-10,06:29:19,cnnbrk,Three Ohio police officers were charged as part of an investigation into alleged misconduct during the George Floyd protests last summer  https://t.co/1pdYz8gflI,three ohio police officers were charged as part of an investigation into alleged misconduct during the george floyd protests last summer  
2021-06-10,03:09:22,cnnbrk,The developer of the Keystone XL pipeline announced it is pulling the plug on the controversial project  https://t.co/O7xteVB0IL,the developer of the keystone xl pipeline announced it is pulling the plug on the controversial project  
2021-06-10,02:39:45,cnnbrk,"After several hours of investigating an incident at Joint Base San Antonio-Lackland, the base has reopened  https://t.co/5zlH43mVgt",after several hours of investigating an incident at joint base san antoniolackland the base has reopened  
2021-06-10,01:09:30,cnnbrk,"The US Park Police did not clear protesters to allow for then-President Trump's march to St. John's Church last June, but instead did so to allow a contractor to install a fence safely around the White House, a new report states  https://t.co/EQz7TVgDzy",the us park police did not clear protesters to allow for thenpresident trumps march to st johns church last june but instead did so to allow a contractor to install a fence safely around the white house a new report states  
2021-06-09,23:34:09,cnnbrk,The Trump administration continued to pursue CNN reporter Barbara Starr’s email records even after a federal judge said the reasoning was “unanchored in any facts”  https://t.co/N783lLz7oT,the trump administration continued to pursue cnn reporter barbara starrs email records even after a federal judge said the reasoning was unanchored in any facts  
2021-06-09,21:07:23,cnnbrk,"President Biden revokes Trump's executive orders targeting TikTok and WeChat, replacing them with a new order on apps linked to foreign adversaries  https://t.co/gMBF9ncB7J",president biden revokes trumps executive orders targeting tiktok and wechat replacing them with a new order on apps linked to foreign adversaries  
2021-06-09,07:49:58,cnnbrk,"Jack Ciattarelli will win the Republican nomination for New Jersey governor, CNN projects, setting him up to take on Gov. Phil Murphy in the fall  https://t.co/RelghxSC1U",jack ciattarelli will win the republican nomination for new jersey governor cnn projects setting him up to take on gov phil murphy in the fall  
2021-06-09,07:13:13,cnnbrk,"The United Nations says an estimated 100,000 people in Myanmar's Kayah state had been displaced by fighting that included ""indiscriminate attacks by security forces"" in civilian areas  https://t.co/tqhGdamXER",the united nations says an estimated 100000 people in myanmars kayah state had been displaced by fighting that included indiscriminate attacks by security forces in civilian areas  
2021-06-09,05:41:51,cnnbrk,CDC issues new travel advice for more than 120 countries. The update includes moving 33 countries into the lowest risk category.   https://t.co/dmExWRLY28,cdc issues new travel advice for more than 120 countries the update includes moving 33 countries into the lowest risk category   
2021-06-09,05:40:43,cnnbrk,"Former Gov. Terry McAuliffe wins the Democratic gubernatorial primary in Virginia, CNN projects   https://t.co/2rVYSY4Cyf",former gov terry mcauliffe wins the democratic gubernatorial primary in virginia cnn projects   
2021-06-09,04:12:16,cnnbrk,"Senate passes a rare bipartisan bill to combat China's growing economic influence by investing over $200 billion in US technology, science and research  https://t.co/J7QwRVDnZ4",senate passes a rare bipartisan bill to combat chinas growing economic influence by investing over 200 billion in us technology science and research  
2021-06-09,03:03:31,cnnbrk,Weeks-long discussions between the White House and GOP negotiators led by Sen. Capito are officially done as talks shift toward a bipartisan Senate group  https://t.co/X7FsmhWetb,weekslong discussions between the white house and gop negotiators led by sen capito are officially done as talks shift toward a bipartisan senate group  
2021-06-08,17:03:18,cnnbrk,The cloud services provider Fastly says an outage that took down websites around the world Tuesday has been fixed. Some sites are still unavailable.  https://t.co/TD7a4sNT66,the cloud services provider fastly says an outage that took down websites around the world tuesday has been fixed some sites are still unavailable  
2021-06-08,15:14:38,cnnbrk,A Senate report reveals new details about the stunning security breakdowns ahead of the January 6 attack but omits Trump's role  https://t.co/2CgsVANl2E,a senate report reveals new details about the stunning security breakdowns ahead of the january 6 attack but omits trumps role  
2021-06-08,08:50:25,cnnbrk,"A court in India ordered state and federal officials to draw up plans for sweeping reforms to respect LGBTQ rights, in a ruling that went far beyond the narrow terms of a case brought by a lesbian couple who said they had been harassed by police  https://t.co/LrcwAsRv5y",a court in india ordered state and federal officials to draw up plans for sweeping reforms to respect lgbtq rights in a ruling that went far beyond the narrow terms of a case brought by a lesbian couple who said they had been harassed by police  
2021-06-08,07:22:40,cnnbrk,"The Justice Department argues, as it did under ex-President Trump, that it should substitute for him as defendant in a defamation suit brought by writer E. Jean Carroll  https://t.co/m8kmGrgida",the justice department argues as it did under expresident trump that it should substitute for him as defendant in a defamation suit brought by writer e jean carroll  
2021-06-08,06:45:43,cnnbrk,Boston Mayor Kim Janey fires Police Commissioner Dennis White after an investigation into allegations of domestic violence  https://t.co/1ouBxGTs8Z,boston mayor kim janey fires police commissioner dennis white after an investigation into allegations of domestic violence  
2021-06-08,03:25:21,cnnbrk,"Two growing wildfires in eastern Arizona have burned more than 100,000 acres, officials said. The cause of one of the fires, which is uncontained, is ""human,"" an official says  https://t.co/N08QsQoP1X",two growing wildfires in eastern arizona have burned more than 100000 acres officials said the because of one of the fires which is uncontained is human an official says  
2021-06-08,00:04:44,cnnbrk,The US has recovered millions of dollars in ransom paid to hackers who prompted a key East Coast pipeline to shut down last month  https://t.co/Y8yRD410AG,the us has recovered millions of dollars in ransom paid to hackers who prompted a key east coast pipeline to shut down last month  
2021-06-07,23:47:13,cnnbrk,"The US will distribute 80 million Covid-19 vaccines to other countries by the end of July, Secretary of State Blinken says  https://t.co/j7RNnAcCvY",the us will distribute 80 million covid19 vaccines to other countries by the end of july secretary of state blinken says  
2021-06-07,23:33:42,cnnbrk,"The body of a toddler that washed up in Norway earlier this year has been identified as that of a boy who was missing after a shipwreck in the English Channel in October, Norwegian police say  https://t.co/iT8H99ufSs",the body of a toddler that washed up in norway earlier this year has been identified as that of a boy who was missing after a shipwreck in the english channel in october norwegian police say  
2021-06-07,20:40:13,cnnbrk,The FDA OKs the first new Alzheimer's disease drug in nearly 20 years. Its road to approval has been rocky -- and controversial.  https://t.co/ZBk3W0I9KM,the fda oks the first new alzheimers disease drug in nearly 20 years its road to approval has been rocky  and controversial  
2021-06-07,20:00:58,cnnbrk,The Supreme Court blocks non-citizens who are in the US under a temporary status program from applying for green cards if they entered unlawfully  https://t.co/gI266Z2O2m,the supreme court blocks noncitizens who are in the us under a temporary status program from applying for green cards if they entered unlawfully  
2021-06-07,16:27:51,cnnbrk,"Jeff Bezos will fly on a rocket launched by his company Blue Origin in July, two weeks after he steps down as Amazon CEO  https://t.co/3KExGkRqNa",jeff bezos will fly on a rocket launched by his company blue origin in july two weeks after he steps down as amazon ceo  
2021-06-07,11:58:13,cnnbrk,"Mexico's ruling political coalition is projected to lose its qualified majority in the lower house of Congress after a poor showing in midterm elections Sunday, according to initial figures released by the government  https://t.co/SGx8kw3IzC",mexicos ruling political coalition is projected to lose its qualified majority in the lower house of congress after a poor showing in midterm elections sunday according to initial figures released by the government  
2021-06-06,21:39:29,cnnbrk,"Harry and Meghan announce the birth of their second child, a daughter named Lilibet Diana, after the Queen and the late Princess of Wales  https://t.co/PA6GRAHf87",harry and meghan announce the birth of their second child a daughter named lilibet diana after the queen and the late princess of wales  
2021-06-06,20:53:00,cnnbrk,Roger Federer withdraws from the French Open over knee concerns after two surgeries in 2020. He is targeting a 9th Wimbledon title later this month.  https://t.co/7wsMWiT5N4,roger federer withdraws from the french open over knee concerns after two surgeries in 2020 he is targeting a 9th wimbledon title later this month  
2021-06-06,20:01:53,cnnbrk,Sen. Joe Manchin says he'll vote against the For the People Act and reiterates his opposition to gutting the filibuster to push through Biden's agenda  https://t.co/KhNPSlJS1V,sen joe manchin says he will vote against the for the people act and reiterates his opposition to gutting the filibuster to push through bidens agenda  
2021-06-06,17:09:16,cnnbrk,"Prophet T.B. Joshua, prominent Nigerian televangelist, dies hours after presiding over a program at his Lagos-based megachurch, the church says. He was 57.   https://t.co/28ZWXUS0L4",prophet tb joshua prominent nigerian televangelist dies hours after presiding over a program at his lagosbased megachurch the church says he was 57   
2021-06-06,07:24:36,cnnbrk,"Armed assailants killed more than 130 civilians in an attack on a village in Burkina Faso, the government says  https://t.co/3ZwqBGJ3EJ",armed assailants killed more than 130 civilians in an attack on a village in burkina faso the government says  
